您好播主，想了解出工打工情况，	这块 我们不是很了解
非常感谢，我会告诉她这个消息，然后回复给您 谢先生您好，打扰您了。我已经把信息告诉了我侄女，她想进一步与您取得联系。她目前在美国的田纳西州的范德堡。请问您在美国的具体联系方式是什么我告诉她，她与您直接对接。非常感谢	没问题 感谢您，您让她加我微信 garyxiejienan
万分感谢	您客气了，我是会收费的我的原则是拿钱办事
嗯嗯，明白，这是应该的，非常感谢。我也加一个您的微信好吗？我女儿今年8月也即将美本大一，目前美高即将毕业	当然没问题谢谢您信任支持哈
你好	您好
可以叫微信进一步了解你吗？ 可以加微信进一步了解你吗？ 在吗	Hi 您好，不好意思，请问您有哪方面问题可以先留言。我会尽快开始直播
自己开公司，你是会指导吗	我会努力开直播指导 如果是我们公司团队美国操作的，需要5000美金的一个公司注册服务费 我们是猎头公司，帮企业找工作的哈 不提供个人工作 一定要回答一下的话，今年金额不好找 可以考虑找非牟利机构
谢谢	我们公司作为猎头公司呢，绝大多数是在帮一些企业招比较资深的人才 因为我们和很多公司的HR或者创始人关系比较好，有时可以给留学生争取到一些实习机会。这是我们额外争取出来的机会，所以有些时候是有匹配的，有些时候是没有匹配的 如果能匹配到您孩子这边的需求，我们可以收费推荐一些实习机会
好的，那帮忙留意一下哦 喜欢软件方向	今年暑假的话，我有一个美国硅谷卡耐基梅隆大学博士毕业的朋友的创业公司可以送他去实习 您看看如果有兴趣，告诉我，他们是ai软件公司
哦哦！那怎么收费？ 肯定有兴趣了	需要看看他的简历背景，如果差距太大可能也没办法帮到他 您可以加我微信，我现在在回去美国的路上 实习不会有工资的，因为他们不缺人 您想清楚哈
微信号多少？	garyxiejienan
老师，想咨询孩子职业规划？怎样可以私聊？	您好，其实我主要是猎头，职业规划我没有做这个服务，我可以直播的时候聊聊 感谢您关注和支持。现在美国对刚毕业的留学生非常不友好，后台私信我的很多爸爸妈妈的孩子都是这种情况。
主要是什么原因呢？	主要是美国目前经济也不是很景气（全球都不好）然后美国的工作身份很难拿到 您的孩子有美国绿卡吗？
没有绿卡。只是初步打算读完研在美国或英国工作两三年再回国一二线城市打拼	明白，现在美国比较困难，没有身份在美国无法工作 哈哈哈，您客气了 没问题，创业者都不容易 garyxiejienan-1 您可以让他加我
谢谢太感动了，我以为已经等不到您的回复了，感觉错失了这么优秀的您，太让我惊喜和开心了！	您太客气了啦 哈哈，谢谢您的喜爱和鼓励 我们公司作为猎头公司呢，绝大多数是在帮一些企业招比较资深的人才。 如果能匹配到您孩子这边的需求，我们可以收费推荐一些实习机会
明白，谢谢您的信息。 可以加您的微信吗？	当然可以，您加我吧 garyxiejienan-1
好的，谢谢您！	我们公司作为猎头公司呢，绝大多数是在帮一些企业招比较资深的人才。但是我也是留学生过来的，理解大家对目前找工作可能遇到一些困难和困惑，可以关注我的直播，会解答相关的问题。
好的。谢谢！ 我儿子是211计算机毕业的。在腾讯工作。怎样才能投你们企业的档？ 想过去打工	可能需要先解决身份问题才能来美国工作
好的。谢谢！	我们不是留学咨询这个领域的哈，我是猎头啦。我们公司作为猎头公司呢，绝大多数是在帮一些企业招比较资深的人才。
哦哦，孩子5月份毕业，方便的好也帮忙留意下工作，谢谢	收到🫡 收到！不好意思我最近在国内 我给您我的微信吧 garyxiejienan 大多数中医大学都是中文授课哈 当然也会有一些英文内容需要去考证好像
谢谢Gary! 方便加微信咨询吗 zhjh1977 现住东湾	艺术我可能无能为力这个真的挺难 您让他考虑一下市场营销方向的机会 当然是真的只是有一个F1签证还需要去面签，可能会遇到一点阻碍 不过美国大学给留学生发F1 不会有年龄歧视 您可以去了解试试看 感谢您的关注 您的问题我只能给一些意见做参考 您如果有绿卡，来了加州，哪怕餐厅打工一个月也还有4000-5000美金收入 2. 您的孩子确实加州硅谷不错，也可以西雅图 地震就真的没办法了 您好，不好意思，我这两个星期在国内没办法看后台太多 我的微信是Garyxiejienan-1 您好曾女士，不好意思，我最近因为外婆身体问题回国了 所以一直没有时间看后台以及拍视频 您可以先加我微信 garyxiejienan 美国父母拥有的公司与孩子的研究生专业是否对口并无强制性规定哦 不用“对口”但是需要“相关” 您好，我们是猎头公司，大多数情况下 因为我们和很多公司的HR或者创始人关系比较好，有时可以给留学生争取到一些实习机会。这是我们额外争取出来的机会，所以有些时候是有匹配的，有些时候是没有匹配的。 如果能匹配到您孩子这边的需求，我们可以收费推荐一些实习机会
哦哦，谢谢啦！实习就不用了。我们可能准备得有点晚了。	没问题，计算机今年比较难 他毕业后再继续试试看 建议把opt生效时间推迟到最晚的8月开始 对争取一点时间去找工作 您好，感谢您的认可，可以关注我的频道和直播，后续会出不同类型的话题，也欢迎您提供建议。
好的，谢谢。看到你在福建安溪中医院，托好朋友去打听，没找到你 女儿在洛杉矶，工作康复医师，我今年3月1日回国的，我的养老问题正是你视频号所说的与你父母类似	哈哈哈，我是安溪县的 如果有朋友在安溪或许很快回知道我，毕竟我六年没有回来 我现在准备回美国了
我去过安溪很多次，好朋友新加坡人柯先生是安溪人，常住安溪并在家乡做慈善。他问了安溪中医院院长，没找到你。没关系，我会关注你的。	感谢您关注！您可以加我微信哈，您跟安溪老乡这么熟，可能都比我熟 我的微信是garyxiejienan 您好，请问希望咨询什么问题？不然我可能微信后台太多信息无法一一回答 我们在加州硅谷 san jose
哦，感谢你的回复。我在洛杉矶，谢谢！	您好，感谢您的认可，可以关注我的频道和直播，后续会出不同类型的话题，也欢迎您提供建议。 有问题的话，私信问我就好啦，我看到了就会在这里回答
	您好，可以找家非盈利公司实习，帮你把opt身份续住 我们公司作为猎头公司呢，和很多公司的HR或者创始人关系比较好，有时可以给留学生争取到一些实习机会 有些时候是有匹配的，有些时候是没有匹配的 如果能匹配到您这边的需求，我们可以收费推荐一些实习机会
收到，谢谢您。方便透露一下如何收费吗	一般根据专业和经验，可以不收费或者5000美金以上 主要看你的背景实力 您好，我们是猎头公司，不是找工作中介哦 我们和很多公司的HR或者创始人关系比较好，有时可以给留学生争取到一些实习机会。这是我们额外争取出来的机会，所以有些时候是有匹配的，有些时候是没有匹配的。
奥，谢谢！老师！如果有匹配的实习工作帮我推荐一下哦！谢谢！	H1B抽签结果，申请的和激活是的公司不同的话，会直接作废 建议旧公司激活后再跳槽
好的，谢谢了	感谢您关注和支持。是的现在美国对刚毕业的留学生非常不友好，后台私信我的很多爸爸妈妈的孩子都是这种情况。 我也是留学生过来的，理解大家对目前找工作可能遇到一些困难和困惑，可以让您女儿关注我的直播，会解答相关的问题
谢谢 ，，	我觉得尊重您女儿的选择才是最重要的 至于以后会怎么样，随缘，是真的我的想法哈 您好，请问希望咨询什么问题？不然我可能微信后台太多信息无法一一回答 同时感谢您的认可和喜爱 儿行千里母担忧，您的孩子相当优秀，很大概率会顺风顺水的，您真的不用太担心哈。 我们公司作为猎头公司呢，绝大多数是在帮一些企业招比较资深的有长期工作经验人才。并不提供个人的找工作中介服务哦 哈喽，您好！
